date,handle,link,content,covid_1,covid_2,covid_3,covid_final,other_1,other_2,other_3,other_final
"April 16, 2020 at 11:12AM",@KeanForCongress,http://twitter.com/KeanForCongress/status/1250804175644041216,Our campaign kicked off one year ago today- thank you all for the amazing support since then! #ThrowbackThursday #TBT https://t.co/1a0VptPUKr,FALSE,FALSE,,0,FALSE,FALSE,,0
"April 16, 2020 at 02:39PM",@KeanForCongress,http://twitter.com/KeanForCongress/status/1250856364014010368,"One year Kean for Congress Campaign Check In:

✅ Leading in the latest poll.
✅ Over 200 endorsements from across the district.
✅ $1.5 million in ad buy for the fall.

We're already at work put #NJ07 back on track, but we need you on our team- join us! https://t.co/hUeELF1IcZ https://t.co/eEPOYynqM6",FALSE,FALSE,,0,FALSE,FALSE,,0
"April 17, 2020 at 07:06PM",@KeanForCongress,http://twitter.com/KeanForCongress/status/1251286051777392640,"🎙🎙🎙Join Bridgewater Mayor Matt Moench and me for the first episode of Kitchen Table Talk! 

https://t.co/DXSLwOT8oG",FALSE,FALSE,,0,FALSE,FALSE,,0
"April 18, 2020 at 01:33PM",@KeanForCongress,http://twitter.com/KeanForCongress/status/1251564435593998339,It was such a pleasure yesterday to talk and drop off frozen meals to the wonderful First Responders at the Green Knoll Rescue Squad- Thank you for keeping your community safe! If you would like to donate to the Green Knolls Rescue Squad email info@gkrs.org or call (908) 722-8681 https://t.co/LrJxDJ2FnS,FALSE,FALSE,,0,FALSE,FALSE,,0
"April 20, 2020 at 10:47AM",@KeanForCongress,http://twitter.com/KeanForCongress/status/1252247624364818432,"Truly an inspiring story. Jack and his mom Marianne are doing what we all should hope to do, finding ways to help during these difficult times. Thank you both!
https://t.co/yZ9n5feFQE",FALSE,FALSE,,0,FALSE,FALSE,,0
"April 20, 2020 at 07:02PM",@KeanForCongress,http://twitter.com/KeanForCongress/status/1252371972375244805,Tomorrow’s a special day: it’s my dad's birthday. And I want you to be a part of a surprise we're preparing for him. Will you please take a moment to sign his birthday card and wish him a happy birthday? It would mean a lot to both of us to hear from you. https://t.co/RP2IBM0Xpd,FALSE,FALSE,,0,FALSE,FALSE,,0
"April 21, 2020 at 12:19PM",@KeanForCongress,http://twitter.com/KeanForCongress/status/1252633063693209606,"🎙🎙🎙Join Union HS Vice Principal Vincent Rettino &amp; me for the second episode of Kitchen Table Talk! We discuss educational continuity, free and reduced cost meal programs, and the challenges facing Families, Teachers, and Administrators in our schools. https://t.co/o4VIe6hyeA",FALSE,FALSE,,0,FALSE,FALSE,,0
"April 21, 2020 at 12:33PM",@KeanForCongress,http://twitter.com/KeanForCongress/status/1252636651177816065,Please let me know who you'd like to hear from in future episodes!,FALSE,FALSE,,0,FALSE,FALSE,,0
"April 22, 2020 at 01:06PM",@KeanForCongress,http://twitter.com/KeanForCongress/status/1253007247539613702,How are you celebrating #EarthDay? #EarthDay2020 https://t.co/dgIy78K0Be,FALSE,FALSE,,0,FALSE,FALSE,,0
"April 22, 2020 at 03:03PM",@KeanForCongress,http://twitter.com/KeanForCongress/status/1253036602332454912,"Something you might not know about me: I met my wife, Rhonda working at the EPA. Protecting the environment and open space has always been a passion of mine. Happy #EarthDay! #EarthDay2020 https://t.co/ABk7KO1pEX",FALSE,FALSE,,0,FALSE,FALSE,,0
"April 22, 2020 at 07:39PM",@KeanForCongress,http://twitter.com/KeanForCongress/status/1253106198582366208,"I'm LIVE with the @yrnf Chairman Rick Loughery now!
https://t.co/cVFeZOUAO1",FALSE,FALSE,,0,FALSE,FALSE,,0
"April 23, 2020 at 11:07AM",@KeanForCongress,http://twitter.com/KeanForCongress/status/1253339638128766983,"ICYMI: Check out my Interview with @yrnf Chairman @Rick_Loughery from last night!
https://t.co/NvnVbzNqOa",FALSE,FALSE,,0,FALSE,FALSE,,0
"April 23, 2020 at 02:23PM",@KeanForCongress,http://twitter.com/KeanForCongress/status/1253389069800878089,Here are a few of our favorite photos from the past year on the campaign trail! #TBT https://t.co/nQLtVyhjzr,FALSE,FALSE,,0,FALSE,FALSE,,0
"April 24, 2020 at 09:48AM",@KeanForCongress,http://twitter.com/KeanForCongress/status/1253682211502555137,"Helping our neighbors through hard times is second nature for us here in New Jersey. It's part of what it means to have New Jersey values.

In an effort to help our neighbors, Team Kean is launching a Food and Supply Collection drive across the district starting today, April 24th https://t.co/km1PtXCsLu",FALSE,FALSE,,0,FALSE,FALSE,,0
"April 24, 2020 at 09:49AM",@KeanForCongress,http://twitter.com/KeanForCongress/status/1253682508513902597,Please consider donating any of the food items or supplies that we're collecting!,FALSE,FALSE,,0,FALSE,FALSE,,0
"April 24, 2020 at 03:59PM",@KeanForCongress,http://twitter.com/KeanForCongress/status/1253775532715581441,"RT @tomkean: I am saddened to announce the passing of my mother, Deborah Bye Kean. My family is thankful for all of your prayers and kind words. 

https://t.co/qQmYxg8kRm",FALSE,,,,FALSE,,,
"April 27, 2020 at 09:14AM",@KeanForCongress,"RT @tomkean: Applications for the @SBAgov Paycheck Protection Program open tomorrow, April 27, at 10:30am.

https://t.co/YKoGIAFxLu https://t.co/cPoPjJKK5p",http://twitter.com/KeanForCongress/status/1254760722799656960,,,,,,,,
"April 27, 2020 at 10:00AM",@KeanForCongress,"During times like these, it's more important than ever to stay hopeful- better days will return.

""Only in the darkness can you see the stars."" - Martin Luther King Jr. https://t.co/ikPtTDU0Un",http://twitter.com/KeanForCongress/status/1254772364451045382,,,,,,,,
"April 27, 2020 at 01:34PM",@KeanForCongress,Team Kean is still collecting food and supplies (listed below) for distribution to organizations making a difference across the district.  Please consider donating any food or supplies to help our neighbors through hard times- it's part of what it means to have NJ values. https://t.co/RnjbZp4bHd,http://twitter.com/KeanForCongress/status/1254826316538535936,,,,,,,,
