handle,date,content,url,covid_1,covid_2,covid_3,covid_final,other_1,other_2,other_3,other_final
,2020-04-18 1:10:18,"Aquí está lo último sobre el distanciamiento social y cuándo podríamos volver a la normalidad. 

https://t.co/Cu6Kr6XHsp

#FL27 #enestojuntos #Asalvoencasa #Miamidadefuerza https://t.co/xSMEcnRUGF",,FALSE,FALSE,,0,FALSE,FALSE,,0
,2020-04-16 17:48:06,"The @WHO turns a blind eye.

Cuba can’t take care of it’s sick.

But sends doctors on missions

Cuban doctors are medical slaves

If they escape, they can’t see their family in Cuba again. https://t.co/nzTwDyak3W",,TRUE,TRUE,,1,FALSE,FALSE,,0
,2020-04-16 1:15:10,"Many of you started to see relief payments from the government in your accounts today. However, there are still so many questions. 

Join me tomorrow Thursday, 4/16/2020, at 6:15 p.m. for Facebook LIVE! I will have experts here ready to help! https://t.co/iXGF95cJ0E",,FALSE,FALSE,,0,FALSE,FALSE,,0
,2020-04-12 20:27:07,An Easter message of Faith from my heart to yours #EasterSunday2020 https://t.co/SPeVEtHl1L,,FALSE,FALSE,,0,FALSE,FALSE,,0
,2020-04-11 12:58:09,"🏡 🧼 Here’s a quick list of high-touch surfaces to disinfect daily to prevent the spread of #COVID19
✅ Light switches
✅ Countertops
✅ Tables
✅ Doorknobs
✅ Keyboards
✅ Phones
✅ Faucets
✅ Sinks
✅ Toilets
✅ Children’s toys

More information:
https://t.co/1kxPghedGr",,FALSE,FALSE,,0,FALSE,FALSE,,0
,2020-04-10 21:02:00,"Today is #GoodFriday, a very important day for my family and me

I’m spending the day at home with my girls, and together we’re reflecting our Savior’s sacrifice

Regardless of your religious beliefs, a prayer of wisdom &amp; love is needed to guide us through these challenging times https://t.co/eKK5PQc20Q",,FALSE,FALSE,,0,FALSE,FALSE,,0
,2020-04-10 13:57:50,"Enough with the games. 

Americans need help. 

Get this done for the American people NOW.

https://t.co/tKbssvjScs",,FALSE,FALSE,,0,FALSE,FALSE,,0
,2020-04-09 11:41:41,"Good Morning Miami! Grab your coffee and join me, here's some information you'll want to know about if you are planning to head to the supermarket or file for unemployment today. https://t.co/qcTjy4T7Re",,FALSE,FALSE,,0,FALSE,FALSE,,0
,2020-04-09 0:13:24,"Get your questions ready and join me tomorrow, Thursday, 4/9 @ 8 p.m. for Facebook LIVE. 

I’ll have experts on hand to answer your questions about unemployment, taxes and small business loans. https://t.co/Omklx5XT50",,FALSE,FALSE,,0,FALSE,FALSE,,0
,2020-04-08 14:30:23,"Our solid waste department is working hard to keep our community clean and healthy. Let’s be sure to do our part

Many of us are wearing gloves for protection. Be sure to dispose of them properly after you wear them. Do not drop them on the ground or leave them in shopping carts",,FALSE,FALSE,,0,FALSE,FALSE,,0
,2020-04-07 1:05:36,"My friends, as the curve continues to rise here in Florida, there are three important things I want to share with you today. https://t.co/vRekQpTcmM",,FALSE,FALSE,,0,FALSE,FALSE,,0
,2020-04-07 1:04:07,"Mis amigos, a medida que la curva continúa aumentando aquí en Florida, hay tres cosas importantes que quiero compartir con ustedes hoy. https://t.co/wZWvJdHKgJ",,FALSE,,,0,FALSE,FALSE,,0
,2020-04-06 21:20:48,"The Coronavirus and stay-at-home measures are forcing families to adapt their plans for Passover. Many Synagogues will host online services

If you'd like to share any info on Passover services or tips, please post them below in the comments section

https://t.co/nQdkjPo9Sn",,FALSE,FALSE,,0,FALSE,FALSE,,0
,2020-04-06 17:56:38,"Good afternoon friends, here is some great information from 
@MiamiDadeFire on how to make fabric masks. 

The CDC announced that the use of fabric masks can help slow the the spread of #COVID19 https://t.co/aQaXEUs9Ni",,FALSE,FALSE,,0,FALSE,FALSE,,0
,2020-04-05 13:53:36,"Today a new testing site opens at the South Dade Govt. Center. The site is open for anyone over 18 who shows COVID-19 symptoms. It will offer 300 appointments per day. You must call to make an appointment 
(305) 499-8767

https://t.co/Xb34bu55Hi",,FALSE,FALSE,,0,FALSE,FALSE,,0
,2020-04-04 18:40:52,"Our deepest condolences go out to the family, friends and colleagues of Broward County Deputy Shannon Bennett who passed away due to COVID-19.

Our first responders are risking their lives to protect and serve us.

Please stay home to protect theirs
 ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀ https://t.co/SQTkZXOdh5",,FALSE,FALSE,,0,FALSE,FALSE,,0
,2020-04-04 13:14:36,"Good news for small business owners! The Paycheck Protection Program is up and running. 

You can use the link below to find a nearby lender and more information on the program. 

#PPP #Smallbusiness #PPPLoan https://t.co/LWuW91mPCY",,FALSE,FALSE,,0,FALSE,FALSE,,0
,2020-04-03 23:07:56,"Hi friends, there's a lot to talk about today and there's some good news! Here's the latest on what the government is doing to help you and your family. https://t.co/gxvFx2WWx8",,FALSE,FALSE,,0,FALSE,FALSE,,0
,2020-04-02 14:46:52,Stay informed and stay safe! Here is some important information you should know from Miami-Dade County. https://t.co/4OFwmxBjn1,,FALSE,FALSE,,0,FALSE,FALSE,,0
,2020-04-01 22:18:01,"Gov. DeSantis has ordered Floridians to remain in their homes except for essential activities

In times like these, while I may not like being under lockdown, I have to trust that the government is doing what they think is best to keep our families safe

https://t.co/O0arS1OPUj",,FALSE,FALSE,,0,FALSE,FALSE,,0
,2020-04-01 13:52:27,"For those who are caring for someone who is sick, please check out the information below and visit the CDC's website 

https://t.co/xZTnMcGHaY",,FALSE,FALSE,,0,FALSE,FALSE,,0
,2020-03-31 22:54:10,"Price gouging is not just illegal it’s immoral

Here’s some important information on how to report price gouging

https://t.co/q6UL1z0cGR https://t.co/dlpIzVWfcg",,FALSE,FALSE,,0,FALSE,FALSE,,0
,2020-03-31 17:02:37,"Remember to back up your  personal computers, phones and tablets. 

The coronavirus pandemic is affecting millions, and cyber criminals want to take advantage of our distraction. 

Remember to back up your information and use 2-factor authentication to avoid getting hacked. https://t.co/MBrK2urDr7",,FALSE,FALSE,,0,FALSE,FALSE,,0
,2020-03-30 18:46:43,"As Coronavirus cases continue to rise, Gov. DeSantis issued an Executive Order urging South Floridians to stay home through mid-May.

As we go through this together, let's take a moment to say thank you to all the doctors and medical professionals who are working to save lives. https://t.co/Lgqti74s6U",,FALSE,FALSE,,0,FALSE,FALSE,,0
,2020-03-30 14:53:06,"The @CDCgov has officially launched the Coronavirus Self-Checker!

This tool will help Floridians make appropriate decisions about medical care

Please note the system is not intended for the diagnosis of #COVID19

Click here to use the self-checker —&gt; https://t.co/yg2vVRGy2u",,FALSE,FALSE,,0,FALSE,FALSE,,0
