handle,date,content,url,covid_1,covid_2,covid_3,covid_final,other_1,other_2,other_3,other_final
@AnitaMalik,2020-04-19 18:03:08,"“Due to meticulous planning by our team, we had our required signatures by the time we decided to shut down our office &amp; halt campaign events, to protect against the community spread of #COVID19, on March 11.”  

https://t.co/9LNXkJwr61

#SundayMotivation matchup photo. #November https://t.co/TMMajdatGo",,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0
@AnitaMalik,2020-04-18 19:50:45,"ICYMI: @RepDavid has now spent nearly *1 million* on legal fees to try to get himself out of an ongoing bipartisan investigation into his office/campaign. 

When &gt; 2/3 of campaign funds are being used on this, it's hardly an accounting error

#AZ06 deserves better.  #AnitaNewRep https://t.co/eh8wEWrFLp",,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0
@AnitaMalik,2020-04-17 22:06:57,"Our condolences to the Hull family.  

The loss of this education advocate, a compassionate trailblazer, and her husband is a loss for all of us in Arizona. 

#RIP https://t.co/zAi6CZbQmv",,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0
@AnitaMalik,2020-04-17 15:54:20,"One year ago, I told my story on @AmanpourCoPBS. It was also day 1 of our #AZ06 2020 campaign. 

@themillerjames &amp; I may never know why he got sick, but the pain is now our purpose. 

2018 made us stronger. We built a movement. We're ready. #Anita2020 

https://t.co/CnGl4DsnqI",,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,
@AnitaMalik,2020-04-17 14:08:56,"This is the right move. ⬇️

Our country needs #Congress voting on legislation NOW to push through: 

✔️More #SmallBusiness aid immediately 
✔️Greater support for frontline workers &amp; hospitals 
✔️#Healthcare coverage fixes for the #22million #unemployed

https://t.co/fChzCZ1QK9",,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,
@AnitaMalik,2020-04-16 22:53:56,"Now 22 million. 

Premiums have risen faster than incomes over the last several years, so it is likely that most, if not all of these Americans, are unable to afford #healthcare on their own. 

We have to act now. 

Oh wait, #Congress won't vote remote...

https://t.co/iPmHjlyOKN",,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,
@AnitaMalik,2020-04-16 19:08:07,"If we can all figure out how to work from home so can #Congress. 

The work is far from done and to assume things will be safe by May 4th is short-sighted. Act proactively and figure out remote votes. 

Our families, small businesses and frontline workers need action. ⬇️ https://t.co/MgfcicOUeX",,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,
@AnitaMalik,2020-04-16 13:51:53,"With zip codes in #AZ06 in the top 10 areas of active cases in Arizona right now, we must continue to stay focused, #stayhome and wear a mask when/if you must go out. 

Need a mask? Need anything? Let us know. 

Resources/local info - https://t.co/dc9AFcTaBx

Pls. #StayConnected https://t.co/jBOeueOJhW",,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,
@AnitaMalik,2020-04-15 23:08:22,"""until"" is the keyword here. 

We must keep calling for #EmergencyUBI https://t.co/GJFYDk0cAR",,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,
@AnitaMalik,2020-04-15 19:01:49,"Employer-based coverage doesn't work. 

Moving forward, we need bold #healthcare change. 

Right now, we need emergency action to get families through the #COVID19 crisis &amp; into economic recovery. 

Watch. I breakdown what #Congress &amp; the admin must do

https://t.co/OsMMWLBuaB",,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,
@AnitaMalik,2020-04-14 23:26:21,"Shifting blame. 
Trying to save face. 
Risking our health. 

Again and again and again. 

https://t.co/lHjqYlGbtJ",,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,
@AnitaMalik,2020-04-14 22:15:10,"Ensuring #GroceryWorkers have the right protection is the right thing to do. 

They didn't sign up to save lives, but they are saving us by protecting our food supply chain. 

And keeping them safe, keeps us all safe.  #PPE 

https://t.co/u5MABZb53u",,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,
@AnitaMalik,2020-04-14 19:42:54,"#TuesdayMotivation 

I'm ready to bring change to our community alongside these powerful women.  A strong ticket! 

#WomenLeaders #AZ06 https://t.co/6zWraEjr1w",,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,
@AnitaMalik,2020-04-14 2:04:37,"Because music uplifts. 
Because music from 206 different locations means we are staying safe but keeping connected. 

Amazing young talents. 

We are all superheroes. Perfect. https://t.co/z1zUM1mJQZ",,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,
@AnitaMalik,2020-04-13 22:03:41,"""A crisis response built on the existing system will fall short.""

People shouldn't be without help because of operational gaps. 

⁉️ Outdated legacy systems
⁉️ Admin burdens
⁉️ Process inefficiencies 
 
We must swiftly rethink delivery. 

https://t.co/RtkG039Gol",,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,
@AnitaMalik,2020-04-13 20:55:55,"He doesn't believe in science. 

And, let's remember Biggs is the head of the divisive Freedom Caucus. 

Moving forward, for all of us in Arizona and across the country, voting him out is critical. 

Pls support @joangreeneaz in #AZ05 to unseat him. https://t.co/AIoET4fR1E",,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,
@AnitaMalik,2020-04-11 18:44:30,"Going #LIVE soon to talk about #healthcare coverage fixes we need NOW.  Join us at noon --&gt; https://t.co/qu01xBeMau

#AZ06",,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,
@AnitaMalik,2020-04-11 17:46:45,"We're grateful for the love of our 2 fur babies - Timmy &amp; Marky. These fluffy rescues complete our family, and during this isolating time, they bring us so much comfort &amp; fun! 

Now is a great time to consider rescuing from a local shelter. 

#NationalPetDay #AdoptDontShop https://t.co/66dlmd1YLR",,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,
@AnitaMalik,2020-04-10 21:31:24,"To the 16 million unemployed... 

If you had employer coverage and lost your job, that is a qualifying life event. You can go to the healthcare exchanges now for special enrollment.  

To Congress &amp; the Trump administration, move *now* 

This is what we need ⬇️⬇️",,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,
@AnitaMalik,2020-04-10 19:43:11,"#rainbow cloud moment just now. I'm taking it as a hopeful sign. We will weather this time together.

My kids say it's because the #TrollsWatchParty is today. Pretty legit explanation... 🤷‍♀️🌈 https://t.co/g7dogzGHyD",,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,
@AnitaMalik,2020-04-10 15:11:57,"Check in. How is everyone doing?

#stayconnected

Need anything, let us know.",,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,
@AnitaMalik,2020-04-09 19:15:50,"We weren't prepared. We've bickered over social safety nets to the point of creating greater divide, one that has left us more vulnerable during this crisis. 

""The inequalities of wealth have become inequalities of health.""

Time for #bold #change. 

https://t.co/xhdGs28PMY",,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,
@AnitaMalik,2020-04-09 0:36:10,"The boys wanted to share their #matzah Marvins from pre-k homework. 

Wishing joy and peaceful reflection to all who celebrate. In these difficult times, it is important to stay connected. #Passover2020 #ChagSameach https://t.co/Hd71Qu1sH3",,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,
@AnitaMalik,2020-04-08 21:22:23,"For the #GOP it is all about politics. 

They are admittedly against our health, our lives ... Anything to win. 

Use your voice. Help us demand what is right, all mail elections.  #PeopleOverPolitics 

https://t.co/PPaIJuPa6H",,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,
@AnitaMalik,2020-04-08 20:20:58,"#NJ made the call for #COBOL programmers, but the problem is throughout govt &amp; this crisis shows the risks.

From code to procurement rules, we're in the past.  

We NEED #tech leadership in DC. We must move proactively - update legacy systems &amp; train. 

https://t.co/SOoZdTknVA",,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,
@AnitaMalik,2020-04-08 17:53:44,"We must move to *ALL* mail in #Arizona. 

Let's not repeat the mistakes of Wisconsin. Let's move proactively now to protect the health of our communities and the health of our democracy. 

@dougducey https://t.co/dTS3u0rYjP",,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,
@AnitaMalik,2020-04-08 4:18:46,"The songwriter’s songwriter. 
#ripjohnprine",,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,
@AnitaMalik,2020-04-07 19:19:57,"So many #nonprofits need our help during this time. 

Today, for #AZGivesDay, @themillerjames and I are donating what we can to a few of them including @UMOM. 

Please give what u can. The services these groups provide are more critical than ever. 

https://t.co/LwxGL9ElZW",,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,
@AnitaMalik,2020-04-06 19:41:58,"We need economic aid that is equal. Many of those who need it most, will not receive a check. 

We must be proactively protecting *all* people equally during the #COVID19 crisis and as we move forward.

https://t.co/XhxzdpZTc3",,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,
@AnitaMalik,2020-04-04 21:57:09,"We can save lives &amp; protect democracy.

We must enact vote-by-mail during this #publichealth crisis. 

Miss the last #DigitalCafe? Catch up on my chat with #Maricopa county recorder @Adrian_Fontes about what needs to happen. 

https://t.co/E7tCYvczWQ

#VoteByMailSavesLives",,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,
@AnitaMalik,2020-04-03 17:24:10,"PLEASE #StayHome. 

When you go out for *TRUE* essential services wear a mask, don't wait until is mandated. 

Wash your hands more than you think you need to. 

We each must do our part now so these hard choices are limited during AZ's peak.  

https://t.co/Bt554s8zHp",,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,
@AnitaMalik,2020-04-02 22:47:09,"Compromise the integrity of our elections? 

Misleading. 

Not enabling people to vote safely is what will threaten our democracy.  #VoteByMail 

https://t.co/uZFpaTI5rC",,FALSE,TRUE,TRUE,,FALSE,FALSE,TRUE,
@AnitaMalik,2020-04-02 15:48:34,"With these staggering numbers &amp; projections of another 20 million, state unemployment offices are not realistically prepared to handle claims fast enough. 

We will need another direct ""stimulus"" check. We need real #EmergencyUBI

https://t.co/xPYHvUqwRh",,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,
@AnitaMalik,2020-04-01 21:43:33,"I've been deeply worried about the likely spike in child abuse and #DomesticViolence during this time of staying home &amp; staying apart. 

Yesterday we used our email list to ask our community to prioritize donations to the orgs on the frontlines. Not candidates.

Thank u @LisaK_22 https://t.co/CHnfNYIePO",,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,
@AnitaMalik,2020-04-01 21:17:15,"We all count. So be sure you are counted. 

It's been easy to forget during this stressful time. But it's not too late and it is *very* important. Today is the final day.

Complete the #2020Census today! #AZCounts https://t.co/38vsNjWrAN",,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,
@AnitaMalik,2020-03-31 20:56:44,"This is why elections matter. ⬇️

Today and every day, I stand with our trans community, for your rights, for your freedoms. 

#TransDayOfVisibility https://t.co/xhu2YLd3Mz",,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,
@AnitaMalik,2020-03-31 19:39:35,"As we continue to stay connected, let's talk about our #Democracy and protecting our safety and our vote. 

Joining our next Digital Cafe - Maricopa County Recorder @Adrian_Fontes.  He'll take your questions. 

6pm. Thursday 

Register --&gt; https://t.co/JmPZI554Da",,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,
@AnitaMalik,2020-03-31 16:32:48,"Times of economic insecurity &amp; crisis have a greater impact on #women. 

As we recognize #equalpayday2020, we must recognize the importance of policy to finally boldly address this issue. 

It is a critical building block to a secure economy for all.    

https://t.co/gWdaDreYSv",,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,
@AnitaMalik,2020-03-30 22:39:57,"This is why we must protect and *strengthen* rights to  unionize.  #UnionStrong ⬇️

Read the full thread. https://t.co/BB0nCUxLrY",,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,
@AnitaMalik,2020-03-30 15:27:19,"Your argument is misleading &amp; deadly. 

You say ""AZ is not there yet. We’re not at the same stage as other states”

@Dougducey statewide #ShelterInPlace, a #Shutdown,  are proactive *preventative* measures. 

Save people before we can't. #FlattenTheCurve 

https://t.co/2KP4wG2Ni8",,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,
@AnitaMalik,2020-03-30 15:02:57,"We are grateful. You fight to save us, to heal us, to protect us during this time... away from your families and with risk to yourselves.  

Thank u doctors. Thank u staff, nurses, technicians and everyone who fights alongside you. 

#NationalDoctorsDay 

https://t.co/m8gOn6Ozjl",,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,
@AnitaMalik,2020-03-29 23:47:42,"During this time, it is important for me to use the platform I have to help our community, rather than using it to make ""asks""

Sharing my thoughts today ⬇️

Join our new Slack community to stay connected.  https://t.co/5eJ2kF2Mq6 

https://t.co/1sn5otXpqi

#StayHome",,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,
@AnitaMalik,2020-03-28 18:10:26,A little bit of good news this morning  😁 And how we're  moving #forward. #AZ06  https://t.co/zMwm4Jrh4B,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,
@AnitaMalik,2020-03-28 4:09:45,"We had to push @dougducey for days to act on bars, dine-in &amp; large groups.  

He moved only when we were already behind the data. 

More aggressive statewide action has been needed. But AZ continues to wait for the numbers. Those numbers are lives.

Thank you @TucsonRomero https://t.co/AovRHZfPu6",,TRUE,FALSE,TRUE,,FALSE,FALSE,TRUE,
@AnitaMalik,2020-03-26 18:11:09,"How does the #coronavirus aid package passed by the Senate last night help your family?  

Here's a good breakdown on the cash amounts, unemployment benefits, employment classification changes for gig workers, etc.. 🔽 

https://t.co/xiv5xL5BJm",,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,
@AnitaMalik,2020-03-26 15:38:42,"The #mentalhealth of our communities is critical. We can help each other with information. 

Knowledge is powerful &amp; calming. 

For parents, grandparents &amp; caregivers worried about how this will impact children, tune in to tonight's LIVE #townhall 

https://t.co/GQDEjfO6L7

#AZ06 https://t.co/vJpn4SWVM4",,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,
@AnitaMalik,2020-03-25 16:06:20,"We've bought #GiftCards for several local coffee shops/cafes for each of our #DigitalCafe chats. 

#AZ06, who else needs our help? Tell us your favorites. 

Then, join our chat tonight with State Representative @JennJermaine.

#SupportSmallBusinesses",,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,
@AnitaMalik,2020-03-25 1:23:08,"We have another #DigitalCafe chat tomorrow night. 

State Representative @JennJermaine will answer your questions about the state's #COVID19 emergency funding, what bills weren't heard and anything else on your mind. 

Join us - https://t.co/U2hUYG5jk9

#AZ06 #Together #StayHome",,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,
@AnitaMalik,2020-03-24 22:31:43,"Every state should be planning for *all* #mail elections. 

Protecting every voter's health and access to the ballot is critical. 

https://t.co/eyzgJE1ZDf",,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,
@AnitaMalik,2020-03-24 21:45:08,"How do we help children understand this crisis and cope? How do we answer their questions? 

We're bringing together a panel of experts to help you as  parents, grandparents and caregivers. 

Thurs, 7pm.  Join us -&gt;

https://t.co/anuIxqesO3 https://t.co/KLLqC9jiW6",,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,
@AnitaMalik,2020-03-23 22:56:53,"This is extremely tragic.

Pls continue to share correct information &amp; resources with your neighbors and communities. 

People are scared and we have to reach them. 

Do not self-medicate even if you have symptoms. 

Contact a medical professional.  

https://t.co/SBNFdnRUX1",,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,
@AnitaMalik,2020-03-23 20:24:03,"Community &amp; connection have the power to calm while supporting us through this time.

We can’t meet face-to-face, but we must stay connected.

If you missed our 1st round of digital ☕ chats, join us this week.

Dates will be updated weekly.⬇️  #AZ06

https://t.co/76pzOanTUw",,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,
@AnitaMalik,2020-03-23 16:12:59,"We are an #ACA family. 

We've turned to the marketplace 2x.

In these times of crisis, in a rapidly-changing economy, the protections are life saving. 

Today is the 10th anniversary of the #AffordableCareAct and we stand against the threats. We protect &amp; build to #HealthForAll",,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,
@AnitaMalik,2020-03-23 3:02:06,"#Scottsdale let's remind him we don't tolerate this type of ignorance, hate and dangerous xenophobia ... 

#RememberInNovember 

https://t.co/XwwpI3m0jP",,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,
@AnitaMalik,2020-03-22 18:33:16,"We all need to protect each other &amp; focus on health. We need to #StayHome.

But to do that, people need to know bills can be paid and their small businesses will survive. 

To do that, we must #BailOutThePeople, not corporations. 

What do we have if we don't have our health? https://t.co/OSn1sjJsbJ",,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,
@AnitaMalik,2020-03-20 21:32:19,"No #bailouts for eventual #buybacks.
No bailouts w/o restrictions. 

What about help with strings attached to aid the #ClimateCrisis?

""take the banks: if they want a bailout, they should pledge an end to funding for expansionary fossil-fuel projects.""

https://t.co/Y9eOZhwU0c",,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,
@AnitaMalik,2020-03-20 16:24:07,"Our system is fraught with #corruption. These stock sell-offs must be investigated and if the evidence demands it, they should be charged. 

As we move forward, we must also act to prevent this and stop self-serving actions that threaten our security. 

https://t.co/4TUzZkQq2Y",,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,
@AnitaMalik,2020-03-20 0:34:47,Finally.,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,
@AnitaMalik,2020-03-19 19:33:02,"In yesterday's digital chat, we polled the participants. 

100% think @dougducey needs to do more now to #StopTheSpread. 

I stand with my mayor @MayorGallego and others (Tempe and Tucson) as each has made the smart, yet tough decision to protect us all. 

#COVID19",,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,
@AnitaMalik,2020-03-18 15:49:54,"#MoneyForThePeople now. 

Then, we must finally act to set policy that recognizes these shifts in how we work. And the companies that profit from a benefit-deficient workforce must be held to do their part. Period. 

#gigeconomy #tech 

https://t.co/hefH2RAWRZ",,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,
@AnitaMalik,2020-03-18 15:18:39,"Join an upcoming #digitalcafe chat. 

Today's 10am session will support #AZ06's Maverick Coffee. We bought a gift card. I hope you'll consider the same...

Purchase a Maverick card here -&gt; https://t.co/OmakZK6978    

Register for a chat-&gt; https://t.co/3x0WSbCFsY 

#AnitaNewRep https://t.co/l7OQa9b9AE",,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,
