district,incumbent,incumbent party,opponent,opponent party,opponent twitter handle,date,content,url,covid_1,covid_2,covid_3,covid_final,other_1,other_2,other_3,other_final
TX-07,Lizzie Fletcher,D,Wesley Hunt,R,@WesleyHuntTX,"April 10, 2020 at 11:25AM","Today we celebrate #GoodFriday and remember the sacrifice Jesus Christ made to atone for our sins. We reflect on the grace, love and mercy God has given us and we know that better days are near. https://t.co/1EOiDtIJtG",http://twitter.com/WesleyHuntTX/status/1248633181705830400,FALSE,FALSE,FALSE,0,FALSE,,FALSE,0
TX-07,Lizzie Fletcher,D,Wesley Hunt,R,@WesleyHuntTX,"April 10, 2020 at 05:19PM",Thank you @ABREG_1 for helping our community. And thank you to every single volunteer who has spent their time or donated to the Houston Food Bank or other organizations helping those in need in our city. https://t.co/ChMyi1oSvX,http://twitter.com/WesleyHuntTX/status/1248722388344287233,FALSE,FALSE,FALSE,0,FALSE,,FALSE,0
TX-07,Lizzie Fletcher,D,Wesley Hunt,R,@WesleyHuntTX,"April 11, 2020 at 11:37AM","While #COVID19 has brought out the best in us, with so many stories of #TexansHelpingTexans, it has also brought out the worst in us. Domestic violence incidents have risen significantly. If you or someone you love is in danger, get help now. 

https://t.co/I7rMxlfaUz",http://twitter.com/WesleyHuntTX/status/1248998493743702017,FALSE,FALSE,FALSE,0,FALSE,,FALSE,0
TX-07,Lizzie Fletcher,D,Wesley Hunt,R,@WesleyHuntTX,"April 12, 2020 at 01:34PM",Wishing everyone around the world blessed and joyous Easter Sunday! https://t.co/c7gmhBhUKw,http://twitter.com/WesleyHuntTX/status/1249390330601967617,FALSE,FALSE,FALSE,0,FALSE,,FALSE,0
TX-07,Lizzie Fletcher,D,Wesley Hunt,R,@WesleyHuntTX,"April 13, 2020 at 02:37PM","This young man gave his life in service to our country. We owe him and his family a debt of gratitude.  They will be in our prayers tonight.

https://t.co/WYQYzy0dk3",http://twitter.com/WesleyHuntTX/status/1249768569841364993,FALSE,FALSE,FALSE,0,FALSE,,FALSE,0
TX-07,Lizzie Fletcher,D,Wesley Hunt,R,@WesleyHuntTX,"April 14, 2020 at 11:30AM","I am proud to have the @NRCC stand with our campaign as we work to return Republican leadership to the House and prevent Lizzie Fletcher from casting another vote for Nancy Pelosi and her anti-energy, anti-Houston agenda. https://t.co/TAQjftnhh3",http://twitter.com/WesleyHuntTX/status/1250084088465297408,FALSE,FALSE,FALSE,0,FALSE,,FALSE,0
TX-07,Lizzie Fletcher,D,Wesley Hunt,R,@WesleyHuntTX,"April 14, 2020 at 05:11PM","Texas Workforce Commission is adding hours to handle those impacted by #COVID19. Call 800-939-6631 between 7am-7pm or apply online today

https://t.co/UdxwHAdl9x",http://twitter.com/WesleyHuntTX/status/1250169869938520064,FALSE,FALSE,FALSE,0,FALSE,,FALSE,0
TX-07,Lizzie Fletcher,D,Wesley Hunt,R,@WesleyHuntTX,"April 15, 2020 at 12:33PM","Make no mistake, China's authoritarian government made a choice. They chose to suppress information about #COVID19 and put the world's population at risk of a pandemic. China must face the consequences for its actions.

https://t.co/gin8FB34Pz",http://twitter.com/WesleyHuntTX/status/1250462139497639944,FALSE,FALSE,TRUE,0,TRUE,,TRUE,1
TX-07,Lizzie Fletcher,D,Wesley Hunt,R,@WesleyHuntTX,"April 15, 2020 at 06:26PM","RT @HouUnitedWay: Thanks to the awe-inspiring generosity of our #community, the Greater Houston #COVID19 Recovery Fund deployed its first round of grants today totaling $1.5 million to 30 nonprofit partners to provide food &amp; emergency #financialassistance to vulnerable families &amp; individuals. #htx https://t.co/aQAnzMp1kt",http://twitter.com/WesleyHuntTX/status/1250551151730319363,FALSE,FALSE,FALSE,0,FALSE,,FALSE,0
TX-07,Lizzie Fletcher,D,Wesley Hunt,R,@WesleyHuntTX,"April 15, 2020 at 08:56PM",Throwback to a less socially distanced times. Better days (and more @astros games) are ahead! https://t.co/E0IUpnaMSD,http://twitter.com/WesleyHuntTX/status/1250588725580529665,FALSE,FALSE,FALSE,0,FALSE,,FALSE,0
TX-07,Lizzie Fletcher,D,Wesley Hunt,R,@WesleyHuntTX,"April 16, 2020 at 11:48AM","Spot on. If we expect our small business community to survive these difficult times, we need to support them NOW. Providing the resources our small businesses need shouldn't be a partisan issue. https://t.co/EoVzPFsBIy",http://twitter.com/WesleyHuntTX/status/1250813414680727552,,,FALSE,0,,,FALSE,0
TX-07,Lizzie Fletcher,D,Wesley Hunt,R,@WesleyHuntTX,"April 16, 2020 at 06:19PM",Great resource available for our small businesses. Thank you @GovAbbott! https://t.co/REjs5Pwom9,http://twitter.com/WesleyHuntTX/status/1250911717984481283,,,FALSE,,,,FALSE,0
TX-07,Lizzie Fletcher,D,Wesley Hunt,R,@WesleyHuntTX,"April 17, 2020 at 04:02PM","Yesterday, the #PaymentProtectionProgram ran out of funding, but Chuck Schumer and Nancy Pelosi are yet again refusing to provide small businesses the relief they need to survive these challenging times. It's time to stop the partisan political games. https://t.co/ujZClDmOED",http://twitter.com/WesleyHuntTX/status/1251239519321538561,,,TRUE,,,,TRUE,1
TX-07,Lizzie Fletcher,D,Wesley Hunt,R,@WesleyHuntTX,"April 18, 2020 at 03:30PM","This is awesome. Another Houston business stepping up to help our community by donating over 2,000 gallons of hand sanitizer to our first responders. Thank you @BillPriceBooze for your generosity! https://t.co/i4JLilCBUU",http://twitter.com/WesleyHuntTX/status/1251593923618910210,,,FALSE,,,,FALSE,0
TX-07,Lizzie Fletcher,D,Wesley Hunt,R,@WesleyHuntTX,"April 18, 2020 at 07:11PM","Talk is cheap, Congresswoman. #PPP ran out of funding days ago because of delays from your Speaker.  Businesses in Houston deserve action, not empty words. https://t.co/VXbpAY8Fsw",http://twitter.com/WesleyHuntTX/status/1251649640312852480,,,FALSE,,,,FALSE,0
TX-07,Lizzie Fletcher,D,Wesley Hunt,R,@WesleyHuntTX,"April 19, 2020 at 12:56PM","Team Hunt is hard at work writing postcards to check up on some of the vulnerable members of our community. These difficult times can be lonely. If you have a few free minutes today, call, email or text someone you know who might be suffering. https://t.co/xseAan6h9X",http://twitter.com/WesleyHuntTX/status/1251917498942971905,,,FALSE,,,,FALSE,0
TX-07,Lizzie Fletcher,D,Wesley Hunt,R,@WesleyHuntTX,"April 19, 2020 at 05:00PM","Cash is like oxygen. I can give you all the air in the world tomorrow, but if you don’t have it today, you’re dead. Lizzie and Democrats can talk all they want. If we don’t get cash to small businesses now, they will suffer and so will the families that rely on those paychecks.",http://twitter.com/WesleyHuntTX/status/1251978908905492481,,,TRUE,,,,TRUE,1
TX-07,Lizzie Fletcher,D,Wesley Hunt,R,@WesleyHuntTX,"April 20, 2020 at 04:42PM","Democrats are celebrating as middle class families in Houston suffer the consequences. This is disgusting, malicious and a huge part of why our country has become so divided. https://t.co/nCDc0EqglU",http://twitter.com/WesleyHuntTX/status/1252336856932536320,,,TRUE,,,,TRUE,
TX-07,Lizzie Fletcher,D,Wesley Hunt,R,@WesleyHuntTX,"April 20, 2020 at 07:07PM","@BillPriceBooze has donated more than 2,000 gallons of hand sanitizer to first responders here in Harris County. Our campaign added our small part by purchasing a batch to contribute to @MVPDTX! https://t.co/ChbpE3RTHk",http://twitter.com/WesleyHuntTX/status/1252373253844119561,,,FALSE,,,,FALSE,
TX-07,Lizzie Fletcher,D,Wesley Hunt,R,@WesleyHuntTX,"April 21, 2020 at 10:00AM","RT @Bethvanduyne: When General Sam Houston defeated Santa Anna at the Battle of San Jacinto, our path to nationhood and to be the greatest of all the United States was truly started. May God Bless all those heroes and everyone who continues to make the Lone Star shine so bright! https://t.co/TeGrlPdrbt",http://twitter.com/WesleyHuntTX/status/1252598157248278529,,,FALSE,,,,FALSE,
TX-07,Lizzie Fletcher,D,Wesley Hunt,R,@WesleyHuntTX,"April 21, 2020 at 01:54PM",Today we celebrate the brave men and women instrumental in winning the battle of San Jacinto and securing Texan independence. The actions of these patriots began the path to joining the greatest Nation on earth! https://t.co/aXsKQPpjhA,http://twitter.com/WesleyHuntTX/status/1252657014506958848,,,FALSE,,,,FALSE,
TX-07,Lizzie Fletcher,D,Wesley Hunt,R,@WesleyHuntTX,"April 21, 2020 at 04:40PM","There's no doubt our workforce has been hit hard by #COVID19.  Thank you @GovAbbott for launching this new website to help unemployed Texans get back to work!
https://t.co/UfJmixvswe",http://twitter.com/WesleyHuntTX/status/1252698635298635778,,,FALSE,,,,FALSE,
TX-07,Lizzie Fletcher,D,Wesley Hunt,R,@WesleyHuntTX,"April 21, 2020 at 07:15PM","Congresswoman, you can’t have your cake and eat it too.  We both know that this funding should have passed weeks ago when it was removed from the stimulus by Speaker Pelosi, who you voted for, to fund the ""clean energy"" priorities that benefit CA not TX

https://t.co/bsgR0HCEzj https://t.co/6VODoyUlY6",http://twitter.com/WesleyHuntTX/status/1252737862438699013,,,FALSE,,,,FALSE,
TX-07,Lizzie Fletcher,D,Wesley Hunt,R,@WesleyHuntTX,"April 21, 2020 at 07:17PM",Truly standing up for our energy jobs would have been standing up to your party then. It’s unfortunate that you put Speaker Pelosi in a position to block funding that would have saved jobs here in Houston,http://twitter.com/WesleyHuntTX/status/1252738320003629056,,,FALSE,,,,FALSE,
TX-07,Lizzie Fletcher,D,Wesley Hunt,R,@WesleyHuntTX,"April 22, 2020 at 11:53AM","RT @GovAbbott: Providing an update on opportunities &amp; resources for Texans seeking employment due to the economic effects of #COVID19.
 
Nearly 500k job openings are currently listed on https://t.co/WJWCSl9o58 – an online job matching system developed by @TXWorkforce.

https://t.co/ksFnMrYgBb https://t.co/TtsueOpuXI",http://twitter.com/WesleyHuntTX/status/1252988809903575043,,,FALSE,,,,FALSE,
TX-07,Lizzie Fletcher,D,Wesley Hunt,R,@WesleyHuntTX,"April 22, 2020 at 02:06PM","As #COVID19 threatens our society, those who wish to harm us are still working behind the scenes. These bad actors spreading false information and manipulating data are putting our public health and economic future at risk. They must be held accountable.

https://t.co/x1toLvr9vT",http://twitter.com/WesleyHuntTX/status/1253022261113696263,,,TRUE,,,,TRUE,
TX-07,Lizzie Fletcher,D,Wesley Hunt,R,@WesleyHuntTX,"April 22, 2020 at 04:00PM","#TeamHunt volunteers are hard at work making masks for #TX07 residents in need. If you or someone you know is in need of a mask, please just message our page or email info@wesleyfortexas.com! https://t.co/eeVohXXOwN",http://twitter.com/WesleyHuntTX/status/1253051000514129922,,,FALSE,,,,FALSE,
TX-07,Lizzie Fletcher,D,Wesley Hunt,R,@WesleyHuntTX,"April 22, 2020 at 06:33PM",Happy #EarthDay to this big beautiful world that we are blessed to inhabit! Here's a throwback to a few years ago when Emily and I took a trip to see Niagara Falls https://t.co/RrXyVqK8Fv,http://twitter.com/WesleyHuntTX/status/1253089554187399169,,,FALSE,,,,FALSE,
TX-07,Lizzie Fletcher,D,Wesley Hunt,R,@WesleyHuntTX,"April 23, 2020 at 01:08PM","Our #TX07 Small Business Spotlight of the day is @Demerisbbq! Opened in 1964, Demeris BBQ is one of my favorite spots and it's always great to see Frankie Demeris at the Shepherd location! You can support them by ordering online for takeout!
https://t.co/7WpD5xqwxD https://t.co/eg7tMQC21w",http://twitter.com/WesleyHuntTX/status/1253370056874110981,,,FALSE,,,,FALSE,
TX-07,Lizzie Fletcher,D,Wesley Hunt,R,@WesleyHuntTX,"April 23, 2020 at 02:41PM",I don't think there is a single grocery store in America that has handled this crisis better than @HEB https://t.co/bWDxxIzbgG,http://twitter.com/WesleyHuntTX/status/1253393646390566912,,,FALSE,,,,FALSE,
TX-07,Lizzie Fletcher,D,Wesley Hunt,R,@WesleyHuntTX,"April 23, 2020 at 06:32PM","Happy 112th Birthday @USArmyReserve and thank you for giving me an excuse to post a picture of my favorite reservist, my dad! https://t.co/rBoFWfeTzj",http://twitter.com/WesleyHuntTX/status/1253451591224442880,,,FALSE,,,,FALSE,
TX-07,Lizzie Fletcher,D,Wesley Hunt,R,@WesleyHuntTX,"April 24, 2020 at 02:37PM","Lizzie Fletcher campaigned on being a moderate who wouldn't be afraid to split with her party. Today she endorsed a candidate in Joe Biden who has vowed to ""end fossil fuels"". She's proven that she supports her party, not Houston.

https://t.co/g85OOE7pLm",http://twitter.com/WesleyHuntTX/status/1253754837495435265,,,FALSE,,,,FALSE,
TX-07,Lizzie Fletcher,D,Wesley Hunt,R,@WesleyHuntTX,"April 24, 2020 at 06:35PM","Texas released a statewide map of testing sites earlier today. If you or anyone you know thinks they might be positive, get tested today so we can continue to control the spread.

https://t.co/hgpaiHujQE",http://twitter.com/WesleyHuntTX/status/1253814731011493889,,,,,,,,
"April 25, 2020 at 04:39PM",@WesleyHuntTX,Right back at you @gcforcongress! Let's #KeepTXRed https://t.co/83vGRdu3e0,http://twitter.com/WesleyHuntTX/status/1254148162262048771,,,,,,,,,,,,,
"April 26, 2020 at 02:55PM",@WesleyHuntTX,"Our team was out today delivering vital resources and masks to vulnerable citizens unable to leave their homes.  If you or anyone you know is in need a mask or anything else to get them through these difficult times, just email our team at info@wesleyfortexas.com! https://t.co/DIlXcNSIlt",http://twitter.com/WesleyHuntTX/status/1254484151874584577,,,,,,,,,,,,,
