date,content,covid_1,covid_2,covid_3,covid_final,other_1,other_2,other_3,other_final
2020-04-20 18:28:20,"Proud to work at this clinic &amp; serve #TX10-- ""The People's Community Clinic, a FQHC in Austin, TX, recently worked with Texas Legal Services Center and other Texas non-profits on a successful request for statewide protection against utility shut-offs."" https://t.co/pYDwFODmVT",FALSE,FALSE,,0,,FALSE,,0
2020-04-20 14:45:00,"Donald Trump’s EPA recently announced that they would not be enforcing environmental protections for the duration of the COVID-19 crisis. Add your name to our petition tell the EPA that a pandemic is not an excuse to ignore corporate polluters &gt;&gt;

https://t.co/hfM5W0T0B1",FALSE,FALSE,,0,,FALSE,,0
2020-04-19 16:51:35,"Hi all - we are cancelling this week’s virtual town hall due to competing obligations. We’ll resume next week at the same time with another special guest appearance!

- Team Gandhi",FALSE,FALSE,,0,,FALSE,,0
2020-04-18 19:57:55,"I’m looking forward to resuming my regular Sunday town hall on the #coronavirus tomorrow at 4pm. We’ll talk about paid sick leave and the Governor’s new guidelines. #TX10

For more info click here ⬇️

https://t.co/asKAroGjtZ",FALSE,FALSE,,0,,FALSE,,0
2020-04-18 3:31:22,"This is ridiculous — the Gov. Strikeforce to Open Texas?! Gov., this isn’t a kid’s video game. #GetUsPPE, test kits, and put together a coordinated contact tracing program that employs those who have lost jobs. Also, expand Medicaid. We need competence, not bravado. #TX10 https://t.co/eEhPctjZbe",TRUE,TRUE,,1,,FALSE,,1
2020-04-18 3:19:42,You have no credibility. The US got a late start on this virus because Trump and his enablers (you) didn’t take it seriously. We are still cycling N95s in #TX10 and have limited capacity for contact tracing. Focus on doing your own job well first. https://t.co/o7tMmJ8qk7,TRUE,TRUE,,1,,FALSE,,1
2020-04-17 17:13:31,"The COVID-19 pandemic has made it glaringly obvious how important it is to extend paid sick leave for workers, but it shouldn't just apply to a global health emergency.

It's time to pass a national paid sick leave policy. Add your name now &gt;&gt;

https://t.co/rG4uWAiOqA",TRUE,FALSE,,1,,FALSE,,1
2020-04-17 14:00:01,"Join me in asking Congress to implement national vote-by-mail efforts, and make sure every American has the opportunity to vote safely. Sign our petition now &gt;&gt;

https://t.co/6OTOdbHqal",FALSE,FALSE,,0,,FALSE,,0
2020-04-17 1:00:00,"Donald Trump’s EPA recently announced that they would not be enforcing environmental protections for the duration of the COVID-19 crisis. Add your name to our petition tell the EPA that a pandemic is not an excuse to ignore corporate polluters &gt;&gt;

https://t.co/hfM5W0T0B1",FALSE,FALSE,,0,,FALSE,,0
2020-04-16 21:35:21,"Ready to get to work for our campaign? Sign up for @BlueSquadSocial, where you’ll receive quick missions for how to help us out right from your phone! Click this link to connect to our campaign’s page. #TX10 

- Team Gandhi

https://t.co/DKj9xqT09B",FALSE,FALSE,,0,,FALSE,,0
2020-04-16 19:29:43,Right. Let’s damage the developing brains of children because they don’t have 💰💰 to lobby @realDonaldTrump and @RepMcCaul. This is the height of stupidity. #TX10 https://t.co/h8Qrk5A3jW,TRUE,TRUE,,1,,FALSE,,1
2020-04-16 18:00:00,"Join me in asking Congress to implement national vote-by-mail efforts, and make sure every American has the opportunity to vote safely. Sign our petition now &gt;&gt;

https://t.co/6OTOdbHqal",FALSE,FALSE,,0,,FALSE,,0
2020-04-16 17:32:42,Running a congressional campaign in #TX10 as a physician at a community health center during #COVID19 is interesting to say the least. This was earlier today where I left the clinic for a second to catch up with our campaign staff via @zoom_us. https://t.co/ZlvSpgLtQ7,FALSE,FALSE,,0,,FALSE,,0
2020-04-16 17:10:22,Our staffers will be blogging about their experiences on our campaign for #TX10 during this strange time of #COVID. Take a look at @DanielWDick’s first post on @Medium! https://t.co/jupdAt7Z7V,FALSE,FALSE,,0,,FALSE,,0
2020-04-16 14:32:26,".@TexasDSHS, @TexasTDI, &amp; @texmed-- clinicians, especially in rural Texas, need an emergency rule that allows practices to bill Medicaid for pediatric WCC done via telemedicine. These visits are critical to the well-being of the developing child. What is the ETA on a rule?",FALSE,TRUE,,1,,FALSE,,1
2020-04-16 2:35:02,"Today, I supervised our drive-through #COVID19 program, spoke with an ATX city council member about #ContactTracing, and celebrated my kid's birthday. 

Today, Trump had another #tempertantrum. 

What did you do today that was more productive than Trump? 

https://t.co/nWpRnL92R8",FALSE,FALSE,,0,,FALSE,,0
2020-04-15 23:27:20,"Great news today in Texas from district judge Tim Sulak, who will order expanded vote-by-mail in Texas because of the #coronavirus. 

(1/3) 

https://t.co/f9RW6toOXh",FALSE,FALSE,,0,,FALSE,,0
2020-04-15 17:15:20,"Saw this tacked to my colleague’s desk at clinic today. @realDonaldTrump &amp; his enablers (@RepMcCaul) have undermined the resiliency of our institutions - the most vulnerable suffer the greatest. 

It is an injustice. #ElectionsMatter #TX10 https://t.co/v1roQ1BOI4",TRUE,TRUE,,1,,FALSE,,1
2020-04-15 13:58:41,Had a blast with @ElizMarkowitz yesterday evening. Whether it’s healthcare or education - the core issue is the same - we are underinvesting in our core institutions and in doing so - we are undermining our collective resiliency.  #TX10 https://t.co/sDFHL6zPYP,TRUE,TRUE,,1,,FALSE,,1
2020-04-14 23:07:47,I’m on Facebook Live now with @ElizMarkowitz! Join us for this next hour as we talk about health care and higher education.,FALSE,FALSE,,0,,FALSE,,0
2020-04-14 22:11:49,I’ll be on Facebook Live with @ElizMarkowitz in just about 45 minutes to talk about healthcare and higher education in the time of #COVID19. Please submit any last minute questions here! #TX10,FALSE,FALSE,,0,,FALSE,,0
2020-04-14 20:03:09,Thrilled to be one of @LeadershipNP’s New Leaders to Watch for 2020 -let’s revitalize our democracy together. #TX10 https://t.co/ggs9fK81W9,FALSE,FALSE,,0,,FALSE,,0
2020-04-14 14:39:07,"Join me in asking Congress to implement national vote-by-mail efforts, and make sure every American has the opportunity to vote safely. Sign our petition now &gt;&gt;

https://t.co/6OTOdbpPiN",FALSE,FALSE,,0,,FALSE,,0
